"﻿Customer Name","Customer Country","Description of the Customer's AI Use Case(s)","Opportunity Size V2",Status,Maturity,"Importance Classification","Priority - CoE Priotization","AI CoE Lead","AI Co-Prime",Specialist,"Opportunity ID",Region,"Slack Channel",Date,"Submitter Slack Email",Submitter,Comments,Proposal,Canvas,Partner,"Last communication"
"SENSIBLE BIOTECHNOLOGIES LIMITED",UK,"Sensible’s proprietary technology addresses the key challenges for the next generation of mRNA medicines

Partnering with Oracle would provide us with access to Oracle Cloud Infrastructure’s (OCI)
AI-ready environment, allowing:
● Rapid scaling of AI pipelines to match experimental screening throughput
● Parallel MD simulations to model genome-capsid interactions at scale
● Secure integration of biological and experimental data in a compliant cloud
framework
● Deployment of closed-loop design cycles that deliver lab-validated RNA constructs
within days instead of weeks

Guarav Kaul is supporting from GPU Black Belt side

Srinivas has been updated on opp this morning and potentially meeting them at Nvidia GTC - Paris",<=$500K,Active,,"Tier 1 - Incoming Engagement",,mirjana.rakuljic@oracle.com,,wajahat.aziz@oracle.com,A7ZB7T,SMB,C090L78CXSN,"June 6th, 2025 at 1:01 PM UTC",WBQPUD90E,diarmuid.mckenna@oracle.com,,,,,
"Vox Telecom","South Africa","This opportunity is around Customer Experience in telco (vox telecom)
•	Email, Categorization, Summarization – Channeling to the relevant team
•	Other Assets – Documents, Summarization
•	Fine Tuning with their own Jargons, Knowledge Base and response to customers.","<= $100K",Inactive,Discovery,"Tier 1 - Incoming Engagement",,"nabila.bouhia@oracle.com, jomon.kunnel@oracle.com",,,A8BVC3,MEA,C0919DQGC8G,"June 9th, 2025 at 8:39 AM UTC",U07AGBY8UPL,vongani.khumalo@oracle.com,,,,,
"Ahram Security Group",Egypt,"Customer has on-premise EBS and has a plan to modernize it with AI and they have different use cases for their modules. Use Cases like: Raise Tickets, FAQs on ODA, Forecast planning, Queries on Items. Help is needed to define the optimum architecture for using AI services considering keeping the EBS on premise.","<= $100K",Active,,"Tier 1 - Incoming Engagement",,"jomon.kunnel@oracle.com, sofia.pascual.armstrong@oracle.com",,,A8D5W2,SMB,C090L87DXQT,"June 10th, 2025 at 6:42 AM UTC",WBA5YD6DN,iman.abdelraouf@oracle.com,,,,,
"Co-operative Bank Kenya",Kenya,"Customer is looking for AI/ML Scenarios to help them enhance their portfolio size and loan collection returns. we have discussed few scenarios around risks prediction, real time scoring, collection prioritization. Abdelali Zahi has been engaged on the initial discussion with customer.","<= $100K",,,"Tier 1 - Incoming Engagement",,,,,NA,MEA,,"June 10th, 2025 at 6:54 AM UTC",U0840PCCLSH,aysar.yousef@oracle.com,,,,,
Siltronic,Germany,"Customer would like a workshop covering the following topics:
•	GenAI Service
•	GenAI Agent Service (incl. Agent Development Kit)
•	select AI and Vektors

The reason they are interested in this workshop is based on the following use case: retention of knowledge from retiring workforce. They would like to create a knowledge base about database knowledge which is powered by AI and can be queried with natural language. Currently a lot of this information is sitting in PDF documents.

Workshop is currently planned for beginning or end of July. Exact date to be specified.

Would be great to have AI CoE and/or specialist support for this workshop to further develop their use case towards PoC readiness. Workshop most likely in German language.",<=$500K,Active,Qualification,"Tier 1 - Incoming Engagement","SMB & ISV","frank.riemer@oracle.com, sachin.lingadahalli.vittal@oracle.com",friedrich.stahl@oracle.com,,A6DP2W,North,C090B6ZRPLP,"June 10th, 2025 at 8:23 AM UTC",U085233E0G5,friedrich.stahl@oracle.com,"• Prepped workshop, workshop led by Sachin",,,,
Renfe,Spain,"Customer has released a RFQ for an AI Assistant for internal employees and general digital transformation.",<$5M,Active,,"Tier 1 - Incoming Engagement",,"nabila.bouhia@oracle.com, mirjana.rakuljic@oracle.com, sofia.pascual.armstrong@oracle.com",,mahira.pathan@oracle.com,A7SCK6,South,C090TSB3Z3N,"June 10th, 2025 at 12:01 PM UTC",U07UW9AV9P1,jorge.rodriguez.pereyra@oracle.com,"Partner: Quistor - RFI to be presented to RENFE on June 20th",,,Quistor,
Ambu,Denmark,"Gen Ai Project - already collaborating with Cristina, Mirjana and Srinivas",<=$500K,,,"Tier 1 - Incoming Engagement",,,,,A89PQQ,North,,"June 11th, 2025 at 10:26 AM UTC",U06235SF2PN,victor.mihalcea@oracle.com,,,,,
Globecast,UK,"Customer has an initial 3 use-case they would like to develop. they also would like a workshop to discuss additional use-cases guided by Oracle",<=$500K,Active,Qualification,"Tier 1 - Incoming Engagement",,shahvaiz.janjua@oracle.com,adrian.james@oracle.com,,A7XNMN,South,,"June 13th, 2025 at 3:15 PM UTC",U027CHK7R8R,steven.cameron@oracle.com,,,,,
Contellect,UAE,"Customer requiring advice - we are already in  advanced conversations with GenAI Blackbelts and now involving GPU Blackbelts for a customer seeking to process and do this workload. 

-Customer needs to process 75 Million pages in 4 months.
Each page has 1000 tokens average
Each document consists of 100 pages (750K Documents)
They will be doing classification and then extraction -
They will be doing batch processing. Dont have latency requirement, its pure quality of output.
890k pages per day (assuming 84 working days over a month)",<=$500K,,,"Tier 1 - Incoming Engagement",,,,,A8CTZJ,SMB,,"June 12th, 2025 at 8:00 AM UTC",U08A9AD5N2C,william.leppard@oracle.com,,,,,
"Portuguese Tax Authority",Portugal,"Tax Authority (AT) to implement large-scale language models (LLM), based on a two-axis parallel approach that maximizes return on investment and minimizes the risks associated with the development of specialized models.",$5M+,Active,,"Tier 1 - Incoming Engagement",,jomon.kunnel@oracle.com,,,N/A,South,C0916NX7M0S,"June 12th, 2025 at 8:46 AM UTC",U07UW9AV9P1,jorge.rodriguez.pereyra@oracle.com,,,,,
"FIRSTALERT (PTY) LTD","South Africa","Below is the email receive from the customer ""We have on a cloud CCTV monitoring system that runs human detection on live IP camera feeds using YOLO. We have 1,000 IP cameras, each streaming at 25 fps. We aim to analyze 8 frames per second per camera, which amounts to approximately 8,000 frames per second of inference in total.

Could you help us estimate pricing for two different approaches?

1. Dedicated Virtual GPU Servers
In this scenario, we would host our own YOLO model on virtual GPU instances and manage all processing ourselves. This is likely our most cost-effective route. Could you please help us with pricing on:
•	Virtual GPU server options available in South Africa
•	Estimated performance benchmarks (e.g., frames/sec per vGPU) to perform human detection
•	Any minimum commitments or provisioning limits

2. OCI Vision Pricing
We also explored Oracle’s prebuilt OCI Vision API, but our rough estimates seem extremely high.
•	Here’s how we calculated it: 1,000 cameras x 43,800 minutes/month = 43.8 million minutes per month""

The use cases are AI Vision and GPU, I would like to get a support with the customer to validate the above requirements","<= $100K",,,"Tier 1 - Incoming Engagement",,,,,A8F8TV,MEA,,"June 12th, 2025 at 9:57 AM UTC",U07AGBY8UPL,vongani.khumalo@oracle.com,,,,,
Paymob,Egypt,"Customer is looking to use ODA as their Digital Assistant Solution. They have custom in-house developed chatbot. However, they are interested to see how ODA can help them expand more and innovate faster. Guidance is needed to conduct an orientation session for ODA that can help customer try and test it. @cristina.lemnaru@oracle.com","<= $100K",Active,Qualification,"Tier 1 - Incoming Engagement",,"cristina.lemnaru@oracle.com, sofia.pascual.armstrong@oracle.com",,,A8D5ZX,SMB,C091N34LB5G,"June 12th, 2025 at 11:22 AM UTC",WBA5YD6DN,iman.abdelraouf@oracle.com,,,,,
"National Planning Council",Qatar,"The customer would like to utilize Anomaly Detection and Data Science Capabilities in OCI to work with their statistical data","<= $100K",,,"Tier 1 - Incoming Engagement",,,"nabila.bouhia@oracle.com, jomon.kunnel@oracle.com",,A6QLBX,MEA,C091JNJS3KK,"June 12th, 2025 at 11:53 AM UTC",U03LJLHBBEE,ahmed.selim@oracle.com,,,,,
DHA,UAE,"Srini, would be great if you could support personally as I am sure you can make a huge difference (given your background ;o). 

We received a request from Times World (TW), an advisory firm currently working with Dubai Health Authority (DHA) on an RFP pre-evaluation. The request was marked as urgent and comes with a tight timeline, which I’m currently working to extend.
 
We are scheduling an initial meeting with the firm on Monday, either at 2:30 p.m. or 4:00 p.m., and will include you in the invite, I’ve checked your calendar and saw your availability.
 
Below are the details of the request. The project is related to the development of “a national-level AI-enabled Mental Health Registry”. This initiative aims to serve as a centralised intelligence platform that supports predictive analytics, real-time risk stratification, and evidence-based decision-making across the public mental health ecosystem.
 
The core objective of this initiative is to:
Enhance early detection & crisis prevention by deploying AI-powered surveillance and forecasting tools to identify at-risk individuals, vulnerable population segments, and emerging mental health trends across all age groups.
 
In alignment with this, DHA has prioritised the following six AI use cases for immediate evaluation and Time World role is only for advisory and pre-evaluation:
 
Early Detection and Risk Stratification – Predicting individuals at risk using clinical and non-clinical data.
Prediction of Mental Illness Incidence & Prevalence in Adults – Modelling trends to guide national strategy and service planning.
Prediction of Mental Illness in Children & Adolescents – Detecting early onset patterns through longitudinal and social determinant data.
AI Prediction of Comorbidities with Non-Communicable Diseases (NCDs) – Identifying high-risk patient clusters for targeted intervention.
Crisis Prediction and Management – Using real-time data to forecast psychiatric crises and enable pre-emptive support.
Dementia and Depression Risk in the Elderly – Leveraging EHR and wearable data for early detection and tailored elderly care programs.

They are currently compiling a shortlist of technology providers whose solutions align with these use cases for final review by DHA’s senior leadership.",<=$500K,,,"Tier 1 - Incoming Engagement",,"srinivas.karri@oracle.com, mohammed.hafeez@oracle.com",,,n/a,MEA,,"June 13th, 2025 at 8:18 AM UTC",WCPTY78AK,raffaella.balletta@oracle.com,,,,,
Ambergrid,Lithuania,"Oil and Gas company. Customer is looking to work with Oracle on the AI-powered solutions for the IT department,

Integration and deployment of AI systems and agents to automate and optimize these areas:

1. IT infrastructure management
- Automatic monitoring and forecasting of system performance
- Proactive fault detection and prevention
 - Optimizations of resource allocation

2. Administration
 - Automated system upgrades and configuration management
 - Security incident detection and response
- Data backup management

3. Commissioning
 - 24/7 system monitoring with IoT agents 
 - Automated problem resolution based on previous precedents
 - Generation of performance reports and analytics

Expected results: 

Reduction in system failure times
Increase in T team efficiency
More stable IT service delivery
Reduction on operational costs

Customer is aware of Co-create program and considering it.",<=$500K,Active,,"Tier 1 - Incoming Engagement",,"sofia.pascual.armstrong@oracle.com, jomon.kunnel@oracle.com",,,A8FC3X,SMB,C091LH75E3X,"June 13th, 2025 at 10:11 AM UTC",U08A070C55K,yakov.ozer@oracle.com,,,,,
"Safaricom Plc",Kenya,"The Gen AI Blackbelt team is engaged with the customer. 
This is a request to have an AI architect assigned to:
1. Support to create the Design for:
- AI Assistant for Financial Analysis/ Management Analysis
- AI Assistant to summarize supplier bids on Fusion ERP
2. Help with the overall AI Architecture (for instance by incorporating integration with ERP and/or alternative AI solutions)","<= $100K",,,"Tier 1 - Incoming Engagement",,,,,A8FNTM,MEA,,"June 13th, 2025 at 1:44 PM UTC",WBQ0BDPHQ,juliet.munyi@oracle.com,,,,,
"Qatar Olympic Committee",Qatar,"Engage Hafeez to work with the DRCC Customer on AI / GEN AI use case on top of EBS and other applications","<= $100K",,,"Tier 1 - Incoming Engagement",,mohammed.hafeez@oracle.com,,,A6QLBX,MEA,,"June 26th, 2025 at 7:07 AM UTC",U03LJLHBBEE,ahmed.selim@oracle.com,,,,,
FILLMED,France,"FILLMED Laboratories is a French aesthetic medicine company founded in 1978, specialized in developing and marketing aesthetic and anti-aging medical solutions designed for medical professionals (dermatologists, plastic surgeons, aesthetic doctors).

The brand is internationally recognized for its science-driven approach to skin quality and rejuvenation, offering a wide range of injectable products, peels, and skincare solutions.

FILLMED operates in over 75 countries, with a strong focus on professional education, medical training, and innovation in regenerative aesthetics. The company promotes a “Positive Pro-Ageing” philosophy, empowering natural, harmonious aging through advanced skin care science. 

Oracle DB Standard Edition customer with mainly OnPrem infrastructure (healthcare industry needs to comply with HDS regulation and be hosted in France) + SaaS (non-Oracle).

OCI AI Services interest use-cases:

1) Product description (in average 50p/document): 
Traduction + GenAi to generate the content in accordance with country regulation
+ Document understanding in 30 different languages


2) Live stream Multilanguage? (e.g  Chine/Russie)
Traduction for doctors symposium  (e.g in France it is not allowed to train doctors in english language, only country language).

3) More to come

Customer will be happy to provide more info/samples in order to show the benefit of OCI AI Services.","<= $100K",Active,Solutioning,"Tier 1 - Incoming Engagement",,sofia.pascual.armstrong@oracle.com,,,A8FTDJ,SMB,C0931JU57JS,"June 26th, 2025 at 1:17 PM UTC",WBPVB8919,julien.mazoyer@oracle.com,,,,,
